row_ID;item_ID;Director;Country;Language;Year;Genre1;Genre2;Genre3;Actor1;Actor2;Actor3;Budget;IMDB_Link;Title;Num_of_Ratings
419;2054;Nicholas Meyer;United States;English;1991;Action;Sci-Fi;Mystery;William Shatner;Leonard Nimoy;DeForest Kelley;0;http://www.imdb.com/title/tt0102975/;STAR TREK VI: THE UNDISCOVERED COUNTRY;0
420;2056;Robert Wise;United States;English;1979;Sci-Fi;Adventure;0;William Shatner;Leonard Nimoy;DeForest Kelley;0;http://www.imdb.com/title/tt0079945/;STAR TREK: THE MOTION PICTURE (1979);0
421;2057;Sandip Ray;India;Hindi;1995;Drama;0;0;Mohan Agashe;Barun Chakraborty;Champa;0;http://www.imdb.com/title/tt0114618/;TARGET;0
422;2058;Terence Davies;United Kingdom;English;1995;Drama;0;0;Jacob Tierney;Drake Bell;Gena Rowlands;0;http://www.imdb.com/title/tt0113952/;THE NEON BIBLE;0
423;2059;Dirk Shafer;United States;English;1995;Comedy;0;0;Vivian Paxton;Claudette Sutherland;Michael Marisi Ornstein;0;http://www.imdb.com/title/tt0113756/;MAN OF THE YEAR;0
424;2060;Anthony Minghella;United States;English;1993;Comedy;Romance;0;Matt Dillon;Annabella Sciorra;Mary-Louise Parker;0;http://www.imdb.com/title/tt0107613/;MR. WONDERFUL;0
425;2061;Mark Rappaport;United States;English;1995;Documentary;Biography;0;Mary Beth Hurt;0;0;0;http://www.imdb.com/title/tt0113125/;FROM THE JOURNALS OF JEAN SEBERG;0
426;2062;Mike Figgis;United States;English;1993;Drama;Romance;0;Richard Gere;Lena Olin;Anne Bancroft;0;http://www.imdb.com/title/tt0107611/;MR. JONES;0
427;2063;David S. Ward;United States;English;1996;Comedy;0;0;Kelsey Grammer;Lauren Holly;Rob Schneider;0;http://www.imdb.com/title/tt0116130/;DOWN PERISCOPE;0
428;2064;Kenneth Branagh;United Kingdom;English;1993;Comedy;Romance;0;Kenneth Branagh;Emma Thompson;Richard Briers;0;http://www.imdb.com/title/tt0107616/;MUCH ADO ABOUT NOTHING;0
429;2065;Craig Baldwin;United States;English;1995;Documentary;0;0;Lloyd Dunn;Chris Grigg;Mark Hosler;0;http://www.imdb.com/title/tt0114500/;SONIC OUTLAWS;0
430;2066;Tom Noonan;United States;English;1994;Comedy;Drama;Romance;Karen Sillas;Tom Noonan;0;0;http://www.imdb.com/title/tt0111689/;WHAT HAPPENED WAS...;0
431;2067;Angel Muniz;Dominican Republic;Spanish;1995;Comedy;Drama;0;Luisito Marti;Caridad Ravelo;Raul Carbonell;0;http://www.imdb.com/title/tt0114015/;NUEBA YOL (POR FIN LLEGO BALBUENA);1
432;2069;William Friedkin;United States;English;1995;Action;Crime;Thriller;David Caruso;Linda Fiorentino;Chazz Palminteri;0;http://www.imdb.com/title/tt0113451/;JADE;0
433;2070;Stuart Baird;United States;English;1996;Action;Adventure;Thriller;Kurt Russell;Steven Seagal;Halle Berry;0;http://www.imdb.com/title/tt0116253/;EXECUTIVE DECISION;0
434;2071;Michael Lindsay-Hogg;France;English;1995;Drama;Romance;0;Corban Walker;Niall Toibin;Owen Roe;0;http://www.imdb.com/title/tt0113107/;FRANKIE STARLIGHT;0
435;2072;Albert Hughes;United States;English;1993;Action;Crime;Drama;Tyrin Turner;Larenz Tate;June Kyoto Lu;0;http://www.imdb.com/title/tt0107554/;MENACE II SOCIETY;0
436;2073;Rebecca Miller;United States;English;1995;Drama;0;0;Miranda Stuart Rhyne;Charlotte Eve Blythe;Anna Levine;0;http://www.imdb.com/title/tt0112364/;ANGELA;0
437;2074;Woody Allen;United States;English;1993;Comedy;Mystery;Crime;Woody Allen;Diane Keaton;Jerry Adler;0;http://www.imdb.com/title/tt0107507/;MANHATTAN MURDER MYSTERY;1
438;2075;Mel Gibson;United States;English;1993;Drama;0;0;Mel Gibson;Nick Stahl;Margaret Whitton;0;http://www.imdb.com/title/tt0107501/;THE MAN WITHOUT A FACE;0
439;2076;Harold Becker;Canada;English;1993;Crime;Thriller;0;Alec Baldwin;Nicole Kidman;Bill Pullman;0;http://www.imdb.com/title/tt0107497/;MALICE;0
440;2077;John Hough;United States;English;1975;Fantasy;Family;Adventure;Eddie Albert;Ray Milland;Donald Pleasence;0;http://www.imdb.com/title/tt0072951/;ESCAPE TO WITCH MOUNTAIN (1975);0
441;2078;Norman Foster;United States;English;1954;Family;Western;Adventure;Fess Parker;Buddy Ebsen;William Bakewell;0;http://www.imdb.com/title/tt0047977/;DAVY CROCKETT: KING OF THE WILD FRONTIER;0
442;2079;Claire Denis;France;French;1994;Drama;Thriller;0;Yekaterina Golubeva;Richard Courcet;Vincent Dupont;0;http://www.imdb.com/title/tt0110171/;I CAN\'T SLEEP;0
443;2080;Norman Tokar;United States;English;1975;Family;Comedy;Western;Tim Conway;Don Knotts;Harry Morgan;0;http://www.imdb.com/title/tt0072653/;THE APPLE DUMPLING GANG (1975);0
444;2082;James Foley;United States;English;1996;Drama;Thriller;0;Chris ODonnell;Gene Hackman;Faye Dunaway;0;http://www.imdb.com/title/tt0115862/;THE CHAMBER;1
445;2083;Stephen Herek;United States;English;1996;Family;Comedy;Adventure;Glenn Close;Jeff Daniels;Joely Richardson;0;http://www.imdb.com/title/tt0115433/;101 DALMATIANS (1996);0
446;2084;Robert Lieberman;United States;English;1996;Action;Comedy;Drama;Emilio Estevez;Jeffrey Nordling;David Selby;0;http://www.imdb.com/title/tt0116000/;D3: THE MIGHTY DUCKS;0
447;2085;Nicholas Hytner;United States;English;1996;Drama;0;0;Daniel Day-Lewis;Winona Ryder;Paul Scofield;0;http://www.imdb.com/title/tt0115988/;THE CRUCIBLE;0
448;2086;John Gray;United States;English;1996;Action;Crime;Drama;Steven Seagal;Keenen Ivory Wayans;Bob Gunton;45000000;http://www.imdb.com/title/tt0116421/;THE GLIMMER MAN;1
449;2087;Patrice Leconte;France;French;1996;Comedy;Drama;Romance;Charles Berling;Jean Rochefort;Fanny Ardant;0;http://www.imdb.com/title/tt0117477/;RIDICULE;0
450;2088;Michael Apted;United States;English;1996;Thriller;0;0;Hugh Grant;Gene Hackman;Sarah Jessica Parker;0;http://www.imdb.com/title/tt0116259/;EXTREME MEASURES;0
451;2090;John Walsh;United States;English;1996;Romance;Comedy;0;Matt Ross;Cathy Curtin;Timothy Pilato;0;http://www.imdb.com/title/tt0116167/;ED\'S NEXT MOVE;0
452;2091;Penny Marshall;United States;English;1996;Drama;Romance;Fantasy;Denzel Washington;Whitney Houston;Courtney B. Vance;0;http://www.imdb.com/title/tt0117372/;THE PREACHER\'S WIFE;0
453;2093;Vittorio De Sica;Italy;Italian;1970;Drama;0;0;Lino Capolicchio;Dominique Sanda;Fabio Testi;0;http://www.imdb.com/title/tt0065777/;THE GARDEN OF THE FINZI-CONTINIS;0
454;2094;Reb Braddock;United States;English;1996;Comedy;Crime;0;Angela Jones;William Baldwin;Bruce Ramsay;0;http://www.imdb.com/title/tt0115994/;CURDLED;0
455;2095;Joe Berlinger;United States;English;1996;Documentary;Crime;0;Joe Berlinger;Bruce Sinofsky;Jessie Miskelly;0;http://www.imdb.com/title/tt0117293/;PARADISE LOST: THE CHILD MURDERS AT ROBIN HOOD HILLS (1996);0
456;2096;Michelangelo Antonioni;Italy;Italian;1982;Drama;0;0;Tomas Milian;Daniela Silverio;Christine Boisson;0;http://www.imdb.com/title/tt0084116/;IDENTIFICATION OF A WOMAN;0
457;2098;Michel Negroponte;United States;English;1995;Documentary;Biography;0;Maggie Cogan;0;0;0;http://www.imdb.com/title/tt0110217/;JUPITER\'S WIFE;0
458;2100;Richard Benjamin;France;English;1993;Comedy;0;0;Whoopi Goldberg;Ted Danson;Will Smith;0;http://www.imdb.com/title/tt0107478/;MADE IN AMERICA;0
459;2101;Peter MacDonald;Germany;English;1994;Adventure;Family;Fantasy;Jason James Richter;Melody Kay;Jack Black;0;http://www.imdb.com/title/tt0110647/;THE NEVERENDING STORY III;0
460;2102;David Cronenberg;United States;English;1993;Drama;Romance;0;Jeremy Irons;John Lone;Barbara Sukowa;0;http://www.imdb.com/title/tt0107468/;M. BUTTERFLY;0
461;2103;David O. Russell;United States;English;1996;Comedy;0;0;Ben Stiller;Patricia Arquette;Tea Leoni;0;http://www.imdb.com/title/tt0116324/;FLIRTING WITH DISASTER;0
462;2104;Simon Wincer;United States;English;1994;Comedy;Western;0;Paul Hogan;Cuba Gooding Jr.;Beverly DAngelo;0;http://www.imdb.com/title/tt0110353/;LIGHTNING JACK;0
463;2107;Kar Wai Wong;Hong Kong;Mandarin;1994;Drama;Mystery;Romance;Brigitte Lin;Tony Leung Chiu Wai;Faye Wong;0;http://www.imdb.com/title/tt0109424/;CHUNGKING EXPRESS;0
464;2108;John McTiernan;United States;English;1993;Action;Adventure;Comedy;Arnold Schwarzenegger;F. Murray Abraham;Austin OBrien;0;http://www.imdb.com/title/tt0107362/;LAST ACTION HERO;2
465;2109;Reginald Hudlin;United States;English;1992;Comedy;Romance;0;Eddie Murphy;Robin Givens;Halle Berry;0;http://www.imdb.com/title/tt0103859/;BOOMERANG;1
466;2110;Daniel Petrie;United States;English;1994;Family;Adventure;0;Tom Guiry;Helen Slater;Jon Tenney;0;http://www.imdb.com/title/tt0110305/;LASSIE;0
467;2112;Steven Soderbergh;United States;English;1993;Drama;0;0;Jesse Bradford;Jeroen Krabbe;Lisa Eichhorn;0;http://www.imdb.com/title/tt0107322/;KING OF THE HILL;0
468;2113;Charles T. Kanganis;United States;English;1996;Drama;Adventure;Comedy;Halle Berry;Casey Affleck;Eliza Dushku;0;http://www.imdb.com/title/tt0117427/;RACE THE SUN;0
469;2114;Roger Avary;France;French;1994;Thriller;Crime;0;Eric Stoltz;Julie Delpy;Jean-Hugues Anglade;0;http://www.imdb.com/title/tt0110265/;KILLING ZOE;0
470;2115;Dominic Sena;United States;English;1993;Crime;Thriller;0;Brad Pitt;Juliette Lewis;David Duchovny;0;http://www.imdb.com/title/tt0107302/;KALIFORNIA;0
471;2116;0;United States;English;1993;Action;Adventure;Fantasy;0;0;0;0;http://www.imdb.com/title/tt0107290/;JURASSIC PARK;5
472;2117;Brian Levant;United States;English;1996;Action;Family;Adventure;Arnold Schwarzenegger;Sinbad;Phil Hartman;0;http://www.imdb.com/title/tt0116705/;JINGLE ALL THE WAY;1
473;2118;Billy Bob Thornton;United States;English;1996;Drama;Thriller;0;Billy Bob Thornton;Dwight Yoakam;J.T. Walsh;0;http://www.imdb.com/title/tt0117666/;SLING BLADE;0
474;2119;Scott Hicks;Australia;English;1996;Biography;Drama;Music;Geoffrey Rush;Justin Braine;Sonia Todd;0;http://www.imdb.com/title/tt0117631/;SHINE;0
475;2120;Jonathan Frakes;United States;English;1996;Adventure;Action;Sci-Fi;Patrick Stewart;Jonathan Frakes;Brent Spiner;0;http://www.imdb.com/title/tt0117731/;STAR TREK: FIRST CONTACT;3
476;2121;Ole Bornedal;United States;English;1997;Thriller;Horror;0;Ewan McGregor;Nick Nolte;Patricia Arquette;0;http://www.imdb.com/title/tt0119791/;NIGHTWATCH;0
477;2122;Lars von Trier;Denmark;English;1996;Drama;Romance;0;Emily Watson;Stellan Skarsgard;Katrin Cartlidge;0;http://www.imdb.com/title/tt0115751/;BREAKING THE WAVES;0
478;2123;Barbra Streisand;United States;English;1996;Comedy;Drama;Romance;Barbra Streisand;Jeff Bridges;Lauren Bacall;0;http://www.imdb.com/title/tt0117057/;THE MIRROR HAS TWO FACES;0
479;2124;Kevin Spacey;United States;English;1996;Crime;Drama;Thriller;Matt Dillon;Faye Dunaway;Gary Sinise;0;http://www.imdb.com/title/tt0115495/;ALBINO ALLIGATOR;0
480;2125;Bob Rafelson;United States;English;1996;Thriller;Crime;Drama;Jack Nicholson;Stephen Dorff;Jennifer Lopez;0;http://www.imdb.com/title/tt0115710/;BLOOD AND WINE;0
481;2127;Andrew Davis;United States;English;1995;Comedy;0;0;Andy Garcia;Alan Arkin;Rachel Ticotin;0;http://www.imdb.com/title/tt0114536/;STEAL BIG, STEAL LITTLE;0
482;2128;Eric Schaeffer;United States;English;1996;Comedy;Romance;0;Sarah Jessica Parker;Eric Schaeffer;Ben Stiller;0;http://www.imdb.com/title/tt0116606/;IF LUCY FELL;0
483;2129;Benjamin Ross;United Kingdom;English;1995;Crime;Drama;0;Tobias Arnold;Ruth Sheen;Roger Lloyd-Pack;0;http://www.imdb.com/title/tt0115033/;THE YOUNG POISONER\'S HANDBOOK;0
484;2130;Stephen Hopkins;United States;English;1993;Action;Crime;Thriller;Emilio Estevez;Cuba Gooding Jr.;Denis Leary;0;http://www.imdb.com/title/tt0107286/;JUDGMENT NIGHT;0
485;2131;Jon Blair;United Kingdom;English;1995;Documentary;Biography;0;Kenneth Branagh;Glenn Close;Anne Frank;0;http://www.imdb.com/title/tt0112373/;ANNE FRANK REMEMBERED;0
486;2132;Barry Levinson;United States;English;1994;Crime;Comedy;Drama;Joe Pesci;Christian Slater;Victoria Abril;0;http://www.imdb.com/title/tt0110197/;JIMMY HOLLYWOOD;0
487;2133;Etienne Chatiliez;France;French;1995;Comedy;0;0;Michel Serrault;Eddy Mitchell;Sabine Azema;0;http://www.imdb.com/title/tt0112556/;LE BONHEUR EST DANS LE PRE;0
488;2134;Brian Gibson;United States;English;1993;Biography;Drama;Music;Angela Bassett;RaeVen Larrymore Kelly;Virginia Capers;0;http://www.imdb.com/title/tt0108551/;WHAT\'S LOVE GOT TO DO WITH IT?;0
489;2135;Mort Ransen;Canada;English;1995;Drama;0;0;Helena Bonham Carter;Clive Russell;Craig Olejnik;0;http://www.imdb.com/title/tt0113774/;MARGARET\'S MUSEUM;0
490;2137;Barbet Schroeder;United States;English;1996;Drama;Thriller;0;Meryl Streep;Liam Neeson;Edward Furlong;0;http://www.imdb.com/title/tt0115645/;BEFORE AND AFTER;0
491;2138;Jim Sheridan;Ireland;English;1993;Biography;Drama;0;Alison Crosbie;Philip King;Emma Thompson;0;http://www.imdb.com/title/tt0107207/;IN THE NAME OF THE FATHER;0
492;2140;Wolfgang Petersen;United States;English;1993;Drama;Thriller;0;Clint Eastwood;John Malkovich;Rene Russo;0;http://www.imdb.com/title/tt0107206/;IN THE LINE OF FIRE;1
493;2141;Martin Scorsese;United States;English;1976;Drama;Thriller;Crime;Robert De Niro;Cybill Shepherd;Peter Boyle;0;http://www.imdb.com/title/tt0075314/;TAXI DRIVER (1976);5
494;2142;Daniel Petrie Jr.;United States;English;1994;Comedy;War;0;Pauly Shore;Andy Dick;Lori Petty;0;http://www.imdb.com/title/tt0110123/;IN THE ARMY NOW;1
495;2143;Mel Gibson;United States;English;1995;Action;Biography;Drama;Mel Gibson;James Robinson;Sean Lawlor;53000000;http://www.imdb.com/title/tt0112573/;BRAVEHEART;9
496;2144;James L. Brooks;United States;English;1994;Comedy;Drama;0;Nick Nolte;Whittni Wright;Albert Brooks;0;http://www.imdb.com/title/tt0110097/;I\'LL DO ANYTHING;0
497;2145;Joel Coen;United Kingdom;English;1994;Comedy;Drama;Fantasy;Tim Robbins;Jennifer Jason Leigh;Paul Newman;0;http://www.imdb.com/title/tt0110074/;THE HUDSUCKER PROXY;0
498;2146;Eric Meza;United States;English;1994;Comedy;0;0;Christopher Reid;Christopher Martin;Angela Means;0;http://www.imdb.com/title/tt0110064/;HOUSE PARTY 3;0
499;2147;Augusto Caminito;Italy;Italian;1988;Horror;0;0;Klaus Kinski;Christopher Plummer;Donald Pleasence;0;http://www.imdb.com/title/tt0091651/;NOSFERATU A VENEZIA (1986);0
500;2150;Paul Schrader;United States;English;1982;Drama;Fantasy;Horror;Nastassja Kinski;Malcolm McDowell;John Heard;0;http://www.imdb.com/title/tt0083722/;CAT PEOPLE (1982);0
501;2151;Brian De Palma;United States;English;1976;Drama;Fantasy;Horror;Sissy Spacek;Piper Laurie;Amy Irving;0;http://www.imdb.com/title/tt0074285/;CARRIE (1976);0
502;2152;J. Lee Thompson;United States;English;1962;Crime;Drama;Thriller;Gregory Peck;Robert Mitchum;Polly Bergen;0;http://www.imdb.com/title/tt0055824/;CAPE FEAR (1962);0
503;2153;Martin Scorsese;United States;English;1991;Crime;Drama;Horror;Robert De Niro;Nick Nolte;Jessica Lange;0;http://www.imdb.com/title/tt0101540/;CAPE FEAR (1991);0
504;2154;Bernard Rose;United States;English;1992;Drama;Fantasy;Horror;Virginia Madsen;Tony Todd;Xander Berkeley;0;http://www.imdb.com/title/tt0103919/;CANDYMAN;0
505;2155;Dan Curtis;United States;English;1976;Horror;0;0;Karen Black;Oliver Reed;Burgess Meredith;0;http://www.imdb.com/title/tt0074258/;BURNT OFFERINGS (1976);0
506;2156;James Whale;United States;English;1935;Horror;Sci-Fi;Drama;Boris Karloff;Colin Clive;Valerie Hobson;0;http://www.imdb.com/title/tt0026138/;BRIDE OF FRANKENSTEIN (1935);0
507;2157;James Bruce;United States;English;1995;Drama;Thriller;Comedy;Raymond J. Barry;Rustam Branaman;Jennifer MacDonald;0;http://www.imdb.com/title/tt0113276/;HEADLESS BODY IN TOPLESS BAR;0
508;2159;Brian Henson;United States;English;1996;Family;Action;Adventure;Tim Curry;Kevin Bishop;Billy Connolly;0;http://www.imdb.com/title/tt0117110/;MUPPET TREASURE ISLAND;1
509;2160;Bille August;Portugal;English;1993;Drama;Romance;0;Meryl Streep;Glenn Close;Jeremy Irons;0;http://www.imdb.com/title/tt0107151/;THE HOUSE OF THE SPIRITS;0
510;2161;Marion Vernoux;France;0;1994;Comedy;Drama;0;Bernadette Lafont;Bulle Ogier;Lio;0;http://www.imdb.com/title/tt0110251/;NOBODY LOVES ME;0
511;2162;Christopher Monger;United Kingdom;English;1995;Comedy;Romance;0;Hugh Grant;Tara Fitzgerald;Colm Meaney;0;http://www.imdb.com/title/tt0112966/;THE ENGLISHMAN WHO WENT UP A HILL BUT CAME DOWN A MOUNTAIN;0
512;2163;Clint Eastwood;United States;English;1995;Drama;Romance;0;Clint Eastwood;Meryl Streep;Annie Corley;0;http://www.imdb.com/title/tt0112579/;THE BRIDGES OF MADISON COUNTY;0
513;2164;Julianna Lavin;United States;English;1995;Comedy;0;0;Dana Delany;Kim Cattrall;Cynthia Stevenson;0;http://www.imdb.com/title/tt0113674/;LIVE NUDE GIRLS;0
514;2165;Dennis Dugan;United States;English;1996;Comedy;Sport;0;Adam Sandler;Christopher McDonald;Julie Bowen;0;http://www.imdb.com/title/tt0116483/;HAPPY GILMORE;0
515;2166;Jim Abrahams;United States;English;1993;Action;Comedy;War;Charlie Sheen;Lloyd Bridges;Valeria Golino;0;http://www.imdb.com/title/tt0107144/;HOT SHOTS! PART DEUX;1
516;2168;Nick Castle;United States;English;1996;Comedy;Romance;0;Ellen DeGeneres;Bill Pullman;Joan Cusack;0;http://www.imdb.com/title/tt0117102/;MR. WRONG;0
517;2169;John Woo;United States;English;1993;Action;Thriller;0;Chuck Pfarrer;Robert Apisa;Arnold Vosloo;0;http://www.imdb.com/title/tt0107076/;HARD TARGET;0
518;2170;Wes Anderson;United States;English;1996;Adventure;Comedy;Crime;Luke Wilson;Owen Wilson;Ned Dowd;0;http://www.imdb.com/title/tt0115734/;BOTTLE ROCKET;0
519;2171;Sidney Lumet;United States;English;1993;Crime;Drama;Thriller;Rebecca De Mornay;Don Johnson;Stephen Lang;0;http://www.imdb.com/title/tt0107057/;GUILTY AS SIN;0
520;2172;Harold Becker;United States;English;1996;Drama;Thriller;0;Al Pacino;John Cusack;Bridget Fonda;0;http://www.imdb.com/title/tt0115907/;CITY HALL;0
521;2173;Bruce Beresford;United States;English;1994;Comedy;0;0;Colin Friels;Sean Connery;John Lithgow;0;http://www.imdb.com/title/tt0109920/;A GOOD MAN IN AFRICA;0
522;2174;Rose Troche;United States;English;1994;Romance;0;0;Guinevere Turner;V.S. Brodie;T. Wendy McMillan;0;http://www.imdb.com/title/tt0109913/;GO FISH;1
523;2175;Howard Deutch;United States;English;1994;Comedy;Family;0;Macaulay Culkin;Ted Danson;Glenne Headly;0;http://www.imdb.com/title/tt0109891/;GETTING EVEN WITH DAD;0
524;2177;Abel Ferrara;United States;English;1993;Sci-Fi;Horror;Thriller;Terry Kinney;Meg Tilly;Gabrielle Anwar;0;http://www.imdb.com/title/tt0106452/;BODY SNATCHERS (1993);0
525;2178;Robert Wise;United States;English;1945;Drama;Horror;Thriller;Boris Karloff;Bela Lugosi;Henry Daniell;0;http://www.imdb.com/title/tt0037549/;THE BODY SNATCHER (1945);0
526;2179;Eric Red;United States;English;1991;Horror;Thriller;0;Jeff Fahey;Paul Ben-Victor;Kim Delaney;0;http://www.imdb.com/title/tt0101492/;BODY PARTS;0
527;2180;Jeffrey Bloom;United States;English;1981;Action;Horror;Mystery;David Huffman;Marianna Hill;Burt Young;0;http://www.imdb.com/title/tt0082083/;BLOOD BEACH (1981);0
528;2181;Irvin S. Yeaworth Jr.;United States;English;1958;Horror;Sci-Fi;Comedy;Steve McQueen;Aneta Corsaut;Earl Rowe;0;http://www.imdb.com/title/tt0051418/;THE BLOB (1958);0
529;2183;John Schlesinger;United States;English;1987;Horror;Thriller;0;Martin Sheen;Helen Shaver;Harley Cross;0;http://www.imdb.com/title/tt0092632/;THE BELIEVERS (1987);0
530;2184;Robert Wise;United States;English;1977;Horror;Drama;Thriller;Marsha Mason;Anthony Hopkins;John Beck;0;http://www.imdb.com/title/tt0075704/;AUDREY ROSE (1977);0
531;2185;George Dugdale;United Kingdom;English;1986;Horror;0;0;Caroline Munro;Simon Scuddamore;Carmine Iannaccone;0;http://www.imdb.com/title/tt0090655/;APRIL FOOL\'S DAY (1986);0
532;2186;Roger Donaldson;United States;English;1994;Action;Crime;Drama;Alec Baldwin;Kim Basinger;Michael Madsen;0;http://www.imdb.com/title/tt0109890/;THE GETAWAY;0
533;2187;Walter Hill;United States;English;1993;Drama;History;Western;Jason Patric;Gene Hackman;Robert Duvall;0;http://www.imdb.com/title/tt0107004/;GERONIMO: AN AMERICAN LEGEND;0
534;2188;Andrew Davis;United States;English;1993;Action;Crime;Thriller;Harrison Ford;Tommy Lee Jones;Sela Ward;0;http://www.imdb.com/title/tt0106977/;THE FUGITIVE;4
535;2189;Boaz Yakin;France;English;1994;Crime;Drama;Thriller;Sean Nelson;Giancarlo Esposito;Samuel L. Jackson;0;http://www.imdb.com/title/tt0109842/;FRESH;0
536;2190;Simon Wincer;France;English;1993;Family;Adventure;Drama;Keiko;Jason James Richter;Lori Petty;0;http://www.imdb.com/title/tt0106965/;FREE WILLY;1
537;2191;Sydney Pollack;United States;English;1993;Thriller;Drama;0;Tom Cruise;Jeanne Tripplehorn;Gene Hackman;0;http://www.imdb.com/title/tt0106918/;THE FIRM;0
538;2193;John Irvin;United Kingdom;Gaelic;1994;Thriller;Comedy;Romance;Mia Farrow;Joan Plowright;Natasha Richardson;0;http://www.imdb.com/title/tt0111712/;WIDOW\'S PEAK;0
539;2194;Steven Kloves;United States;English;1993;Drama;Mystery;Romance;Dennis Quaid;James Caan;Meg Ryan;0;http://www.imdb.com/title/tt0106926/;FLESH AND BONE;0
540;2195;Alek Keshishian;United States;English;1994;Comedy;Drama;0;Joe Pesci;Brendan Fraser;Moira Kelly;0;http://www.imdb.com/title/tt0111732/;WITH HONORS;0
541;2196;Paul Morrissey;Italy;English;1974;Horror;0;0;Joe Dallesandro;Udo Kier;Arno Juerging;0;http://www.imdb.com/title/tt0071233/;ANDY WARHOL\'S DRACULA (1974);0
542;2197;Tom Berry;Canada;English;1990;Horror;0;0;Kim Coates;Dawna Wightman;Helen Hughes;0;http://www.imdb.com/title/tt0099030/;THE AMITYVILLE CURSE;0
543;2198;Stuart Rosenberg;United States;English;1979;Horror;Drama;Mystery;James Brolin;Margot Kidder;Rod Steiger;0;http://www.imdb.com/title/tt0078767/;THE AMITYVILLE HORROR (1979);0
544;2199;Damiano Damiani;United States;English;1982;Horror;0;0;James Olson;Burt Young;Rutanya Alda;0;http://www.imdb.com/title/tt0083550/;AMITYVILLE II: THE POSSESSION (1982);0
545;2200;John Murlowski;United States;English;1993;Horror;0;0;Ross Partridge;Julia Nickson-Soul;Lala Sloatman;0;http://www.imdb.com/title/tt0106262/;AMITYVILLE: A NEW GENERATION;0
546;2201;Steve White;United States;English;1996;Horror;0;0;Robin Thomas;Starr Andreeff;Allen Cutler;0;http://www.imdb.com/title/tt0115535/;AMITYVILLE: DOLLHOUSE;0
547;2202;Richard Fleischer;United States;English;1983;Horror;0;0;Tony Roberts;Tess Harper;Robert Joy;0;http://www.imdb.com/title/tt0085159/;AMITYVILLE 3-D (1983);0
548;2203;Tony Randel;United States;English;1992;Horror;0;0;Stephen Macht;Shawn Weatherly;Megan Ward;0;http://www.imdb.com/title/tt0103678/;AMITYVILLE 1992: IT\'S ABOUT TIME;0
549;2204;John Landis;United States;English;1981;Comedy;Horror;Romance;David Naughton;Jenny Agutter;Griffin Dunne;0;http://www.imdb.com/title/tt0082010/;AN AMERICAN WEREWOLF IN LONDON (1981);0
550;2205;David Fincher;United States;English;1992;Action;Horror;Sci-Fi;Sigourney Weaver;Charles S. Dutton;Charles Dance;0;http://www.imdb.com/title/tt0103644/;ALIEN 3;3
551;2206;Rusty Cundieff;United States;English;1994;Comedy;Music;0;Mark Christopher Lawrence;Larry B. Scott;Rusty Cundieff;0;http://www.imdb.com/title/tt0106880/;FEAR OF A BLACK HAT;0
552;2207;Peter Weir;United States;English;1993;Drama;0;0;Jeff Bridges;Isabella Rossellini;Rosie Perez;0;http://www.imdb.com/title/tt0106881/;FEARLESS;0
553;2208;Donald Petrie;United States;English;1994;Comedy;Romance;0;Harley Jane Kozak;Elizabeth McGovern;Bill Pullman;0;http://www.imdb.com/title/tt0109783/;THE FAVOR;0
554;2209;Kaige Chen;China;Mandarin;1993;Drama;Romance;0;Leslie Cheung;Fengyi Zhang;Li Gong;0;http://www.imdb.com/title/tt0106332/;FAREWELL MY CONCUBINE;0
555;2210;Carl Reiner;United States;English;1993;Comedy;Crime;Thriller;Armand Assante;Sherilyn Fenn;Kate Nelligan;0;http://www.imdb.com/title/tt0106873/;FATAL INSTINCT;0
556;2211;Gus Van Sant;United States;English;1993;Comedy;Romance;Drama;Uma Thurman;Lorraine Bracco;Pat Morita;0;http://www.imdb.com/title/tt0106834/;EVEN COWGIRLS GET THE BLUES;0
557;2212;Bruce Brown;United States;English;1994;Adventure;Documentary;0;Robert Wingnut Weaver;Patrick OConnell;0;0;http://www.imdb.com/title/tt0109729/;THE ENDLESS SUMMER 2;0
558;2213;Marco Brambilla;United States;English;1993;Action;Sci-Fi;Comedy;Sylvester Stallone;Wesley Snipes;Sandra Bullock;0;http://www.imdb.com/title/tt0106697/;DEMOLITION MAN;0
559;2214;Richard Linklater;United States;English;1993;Comedy;Drama;0;Jason London;Rory Cochrane;Wiley Wiggins;0;http://www.imdb.com/title/tt0106677/;DAZED AND CONFUSED;0
560;2215;Ivan Reitman;United States;English;1993;Comedy;Romance;0;Kevin Kline;Sigourney Weaver;Frank Langella;0;http://www.imdb.com/title/tt0106673/;DAVE;1
561;2216;Daniel Geller;United States;English;1996;Documentary;0;0;Tim Rollins;0;0;0;http://www.imdb.com/title/tt0107314/;KIDS OF SURVIVAL;0
562;2217;Carl Prechezer;United Kingdom;English;1995;Comedy;Drama;0;Sean Pertwee;Catherine Zeta-Jones;Steven Mackintosh;0;http://www.imdb.com/title/tt0112537/;BLUE JUICE;0
563;2218;Herb Gardner;United States;English;1996;Comedy;0;0;Walter Matthau;Ossie Davis;Amy Irving;0;http://www.imdb.com/title/tt0116601/;I\'M NOT RAPPAPORT;0
564;2219;Manie Van Rensburg;South Africa;English;1996;Drama;0;0;Trix Pienaar;Sandra Prinsloo;0;0;http://www.imdb.com/title/tt0115548/;ANNA;0
